type,properties/@id,properties/building,properties/leisure,properties/name,geometry/type,geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/4/0,geometry/coordinates/0/4/1,geometry/coordinates/0/5/0,geometry/coordinates/0/5/1,geometry/coordinates/0/6/0,geometry/coordinates/0/6/1,geometry/coordinates/0/7/0,geometry/coordinates/0/7/1,geometry/coordinates/0/8/0,geometry/coordinates/0/8/1,geometry/coordinates/0/9/0,geometry/coordinates/0/9/1,geometry/coordinates/0/10/0,geometry/coordinates/0/10/1,geometry/coordinates/0/11/0,geometry/coordinates/0/11/1,geometry/coordinates/0/12/0,geometry/coordinates/0/12/1,geometry/coordinates/0/13/0,geometry/coordinates/0/13/1,geometry/coordinates/0/14/0,geometry/coordinates/0/14/1,geometry/coordinates/0/15/0,geometry/coordinates/0/15/1,geometry/coordinates/0/16/0,geometry/coordinates/0/16/1,geometry/coordinates/0/17/0,geometry/coordinates/0/17/1,geometry/coordinates/0/18/0,geometry/coordinates/0/18/1,id,properties/alt_name,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:state,properties/addr:street,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,geometry/coordinates/0/19/0,geometry/coordinates/0/19/1,geometry/coordinates/0/20/0,geometry/coordinates/0/20/1,geometry/coordinates/0/21/0,geometry/coordinates/0/21/1,geometry/coordinates/0/22/0,geometry/coordinates/0/22/1,geometry/coordinates/0/23/0,geometry/coordinates/0/23/1,geometry/coordinates/0/24/0,geometry/coordinates/0/24/1,properties/phone,properties/website,properties/building:levels,properties/source:image,properties/sport,geometry/coordinates/0/25/0,geometry/coordinates/0/25/1,geometry/coordinates/0/26/0,geometry/coordinates/0/26/1,geometry/coordinates/0/27/0,geometry/coordinates/0/27/1,geometry/coordinates/0/28/0,geometry/coordinates/0/28/1,geometry/coordinates/0/29/0,geometry/coordinates/0/29/1,geometry/coordinates/0/30/0,geometry/coordinates/0/30/1,geometry/coordinates/0/31/0,geometry/coordinates/0/31/1,geometry/coordinates/0/32/0,geometry/coordinates/0/32/1,geometry/coordinates/0/33/0,geometry/coordinates/0/33/1,properties/opening_hours,properties/source,properties/smoking,properties/addr:country,properties/addr:unit,properties/indoor:level,properties/internet_access,properties/building:part,properties/construction,properties/construction:leisure,properties/description,properties/email,properties/operator,properties/ref:retrofitness,properties/opening_hours:covid19,geometry/coordinates/0/34/0,geometry/coordinates/0/34/1,geometry/coordinates/0/35/0,geometry/coordinates/0/35/1,geometry/coordinates/0/36/0,geometry/coordinates/0/36/1,geometry/coordinates/0/37/0,geometry/coordinates/0/37/1,geometry/coordinates/0/38/0,geometry/coordinates/0/38/1,geometry/coordinates/0/39/0,geometry/coordinates/0/39/1,geometry/coordinates/0/40/0,geometry/coordinates/0/40/1,geometry/coordinates/0/41/0,geometry/coordinates/0/41/1,geometry/coordinates/0/42/0,geometry/coordinates/0/42/1,geometry/coordinates/0/43/0,geometry/coordinates/0/43/1,geometry/coordinates/0/44/0,geometry/coordinates/0/44/1,geometry/coordinates/0/45/0,geometry/coordinates/0/45/1,geometry/coordinates/0/46/0,geometry/coordinates/0/46/1,geometry/coordinates/0/47/0,geometry/coordinates/0/47/1,geometry/coordinates/0/48/0,geometry/coordinates/0/48/1,geometry/coordinates/0/49/0,geometry/coordinates/0/49/1,geometry/coordinates/0/50/0,geometry/coordinates/0/50/1,geometry/coordinates/0/51/0,geometry/coordinates/0/51/1,geometry/coordinates/0/52/0,geometry/coordinates/0/52/1,geometry/coordinates/0/53/0,geometry/coordinates/0/53/1,geometry/coordinates/0/54/0,geometry/coordinates/0/54/1,geometry/coordinates/0/55/0,geometry/coordinates/0/55/1,geometry/coordinates/0/56/0,geometry/coordinates/0/56/1,geometry/coordinates/0/57/0,geometry/coordinates/0/57/1,geometry/coordinates/0/58/0,geometry/coordinates/0/58/1,geometry/coordinates/0/59/0,geometry/coordinates/0/59/1,properties/wheelchair,geometry/coordinates/0,geometry/coordinates/1,properties/fixme,properties/climbing,properties/wikidata,properties/amenity,properties/store,properties/branch,properties/level,properties/name:en
Feature,way/560719175,yes,fitness_centre,Marchwood Wellness Center,Polygon,-75.6350309,40.0476182,-75.6350002,40.0471459,-75.6346307,40.0471599,-75.6346613,40.0476322,-75.6348441,40.0476253,-75.6350309,40.0476182,,,,,,,,,,,,,,,,,,,,,,,,,,,way/560719175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/562331231,yes,fitness_centre,Rami Elite,Polygon,-75.0842691,40.0608924,-75.0844197,40.0607513,-75.0842539,40.0606557,-75.0841523,40.0608227,-75.0842691,40.0608924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/562331231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/562919661,yes,fitness_centre,Northeast Racquet Club & Fitness Center,Polygon,-75.0431632,40.087677,-75.0432952,40.087751,-75.0435591,40.0874758,-75.0434539,40.0874167,-75.0436202,40.0872432,-75.0434792,40.0871641,-75.0435645,40.0870751,-75.0430356,40.0867783,-75.042772,40.0870531,-75.0427526,40.0870422,-75.0426667,40.0871318,-75.0426328,40.0871128,-75.0423638,40.0873933,-75.0430604,40.0877842,-75.0431632,40.087677,,,,,,,,,way/562919661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/563053941,yes,fitness_centre,,Polygon,-74.9653999,39.9281966,-74.9656171,39.9277059,-74.9648154,39.9274973,-74.9648436,39.9274335,-74.964569,39.927362,-74.9643236,39.9279166,-74.9653999,39.9281966,,,,,,,,,,,,,,,,,,,,,,,,,way/563053941,,,,,,Church Road,,,,,,,,,,,,,,,,,,,,basketball;multi;swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/571401457,yes,fitness_centre,Giant Fitness,Polygon,-74.9559564,40.0159783,-74.9562447,40.016322,-74.9568004,40.016058,-74.9565122,40.0157006,-74.9559564,40.0159783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/571401457,,Delran Township,1060,08075,NJ,South Chester Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/571794677,yes,fitness_centre,,Polygon,-75.4892588,39.8222007,-75.4891887,39.8224431,-75.4891301,39.8226456,-75.4895217,39.8227239,-75.4895431,39.8226539,-75.4896987,39.8226786,-75.4897845,39.8224438,-75.4897094,39.8224232,-75.4896504,39.8223572,-75.4896612,39.8222583,-75.4892588,39.8222007,,,,,,,,,,,,,,,,,way/571794677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/572162963,yes,fitness_centre,Horsham Athletic Club,Polygon,-75.1380364,40.1849021,-75.1384979,40.1844595,-75.13826,40.1843259,-75.1382702,40.1843088,-75.1382153,40.1842747,-75.138197,40.1842855,-75.1378352,40.184051,-75.1378433,40.1840386,-75.1377966,40.1840169,-75.1377864,40.1840355,-75.1377071,40.1839851,-75.1372965,40.1844439,-75.1374185,40.1845185,-75.1373921,40.1845356,-75.1374388,40.1845604,-75.1374551,40.1845433,-75.1377498,40.1847266,-75.1377356,40.1847499,-75.1377661,40.1847701,way/572162963,,,,,,,,,,-75.1377986,40.184753,-75.1380364,40.1849021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/572500844,yes,fitness_centre,Retro Fitness,Polygon,-74.9382658,39.8045253,-74.9382658,39.8042492,-74.9377951,39.8042492,-74.9377951,39.8045253,-74.9382658,39.8045253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/572500844,,West Berlin,84,08091,NJ,Haddon Avenue,,,,,,,,,,,,,,,,+1-856-214-2825,https://retrofitness.com/location/berlinnj/,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 05:00-23:00;Sa-Su 07:00-19:00,,,US,,,,,,,,berlinnj@retrofitness.net,Retro Fitness,32308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/575357110,yes,fitness_centre,LA Fitness,Polygon,-75.3341558,39.9147979,-75.334233,39.9147746,-75.3340685,39.9145057,-75.3335857,39.9146868,-75.3338378,39.9150447,-75.3342159,39.914908,-75.3341558,39.9147979,,,,,,,,,,,,,,,,,,,,,,,,,way/575357110,,,,,,,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/575589677,yes,fitness_centre,Davis Center for Athletics & Fitness,Polygon,-75.3364316,40.0349166,-75.3371489,40.0345688,-75.3370085,40.0343991,-75.3369233,40.0344404,-75.3369119,40.0344266,-75.3369422,40.0344119,-75.3369313,40.0343987,-75.3369299,40.0343799,-75.3368512,40.0343833,-75.3368529,40.0344059,-75.3368304,40.0344068,-75.3368092,40.0343953,-75.3367844,40.0343899,-75.3367623,40.0343913,-75.3367393,40.0344001,-75.336726,40.0344204,-75.3367225,40.0344387,-75.3365785,40.0345085,-75.3365899,40.0345223,way/575589677,,,,,,,,,,-75.3363614,40.0346331,-75.3363489,40.034618,-75.3363073,40.0346382,-75.3363562,40.0346973,-75.3363701,40.0346905,-75.3363799,40.0347024,,,,,baseball;athletics;cardio;weightlifting,-75.3362903,40.0347458,-75.3364316,40.0349166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/575589679,yes,fitness_centre,Andrew J. Talley Athletic Center,Polygon,-75.3381206,40.0335123,-75.3380921,40.0334922,-75.3381317,40.0334587,-75.3378601,40.0332529,-75.3377348,40.033366,-75.3376883,40.033338,-75.3376825,40.0334011,-75.3376642,40.0334587,-75.3376449,40.0335015,-75.3376073,40.0335537,-75.3375666,40.0335949,-75.3375087,40.0336393,-75.3374721,40.0336626,-75.3374111,40.0336844,-75.3374386,40.0337075,-75.3375159,40.0337054,-75.3375382,40.0338836,-75.3375751,40.0338528,-75.3375614,40.0338432,way/575589679,,,,,,,,,,-75.3378019,40.0336418,-75.3378913,40.0337043,-75.3381206,40.0335123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/576390635,garage,fitness_centre,Yoga Club Horsham,Polygon,-75.1714179,40.2039635,-75.1713311,40.2039066,-75.171227,40.2039993,-75.1713138,40.2040562,-75.1714179,40.2039635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/576390635,,Horsham,322,19044,PA,Willowbrook Road,,,,,,,,,,,,,,,,,,2,,yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/582840444,yes,fitness_centre,Penn-Crisp Inc,Polygon,-75.0091601,40.0560016,-75.0090263,40.0557792,-75.0087219,40.0558865,-75.0087173,40.0561577,-75.0091601,40.0560016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/582840444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/583592177,yes,fitness_centre,Maxx Fitness Clubzz,Polygon,-75.0474926,39.9382405,-75.0469436,39.9379253,-75.0467752,39.9382721,-75.0469896,39.9384481,-75.0471008,39.9385394,-75.0472396,39.9384056,-75.0473015,39.9384368,-75.0474926,39.9382405,,,,,,,,,,,,,,,,,,,,,,,way/583592177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/584791059,yes,fitness_centre,UFC Gym,Polygon,-75.007872,39.9151215,-75.0075202,39.9150136,-75.0074175,39.9152097,-75.0077692,39.9153176,-75.007872,39.9151215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/584791059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/600817923,yes,fitness_centre,LA Fitness,Polygon,-75.4805008,40.1633499,-75.4797736,40.1635962,-75.4798056,40.1636514,-75.4798353,40.1636755,-75.4797677,40.1637242,-75.4801781,40.1640555,-75.4802182,40.16409,-75.4806588,40.1639465,-75.4806479,40.163927,-75.4807743,40.1638859,-75.4808023,40.1638766,-75.4805302,40.1634006,-75.4805008,40.1633499,,,,,,,,,,,,,way/600817923,,,,,,,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/607080102,yes,fitness_centre,,Polygon,-75.0141471,39.8536313,-75.0141698,39.8535146,-75.0142223,39.8535207,-75.0142874,39.8531873,-75.0139688,39.8531506,-75.0140313,39.8528311,-75.0136352,39.8527855,-75.013667,39.8526229,-75.0133368,39.8525848,-75.013292,39.8526191,-75.0132597,39.8527869,-75.0133285,39.8527947,-75.0132807,39.8530424,-75.0131767,39.8530306,-75.0130624,39.8536225,-75.0137363,39.8536992,-75.013758,39.8535869,-75.0141471,39.8536313,,,way/607080102,,,,,,,,,,,,,,,,,,,,,,,,,,swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/628666098,yes,fitness_centre,Planet Fitness,Polygon,-75.215401,40.1119925,-75.2156146,40.1119739,-75.2155539,40.1115989,-75.2150879,40.1116407,-75.2147877,40.1116651,-75.214858,40.1120413,-75.215401,40.1119925,,,,,,,,,,,,,,,,,,,,,,,,,way/628666098,,,,,,,Planet Fitness,Q7201095,en:Planet Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/643104778,yes,fitness_centre,Powerhouse Gym,Polygon,-75.0897839,40.0547008,-75.0899799,40.0544958,-75.0894847,40.0542214,-75.0894605,40.0542059,-75.0893968,40.054273,-75.0894731,40.0543154,-75.0893411,40.0544546,-75.0897839,40.0547008,,,,,,,,,,,,,,,,,,,,,,,way/643104778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/669206206,yes,fitness_centre,Rascals Fitness,Polygon,-75.4528165,40.1825365,-75.4528204,40.182277,-75.4520769,40.1822704,-75.452073,40.1825301,-75.4527388,40.1825359,-75.4528165,40.1825365,,,,,,,,,,,,,,,,,,,,,,,,,,,way/669206206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/669868703,yes,fitness_centre,Main Line Health Fitness & Wellness Center,Polygon,-75.5374789,39.8824394,-75.5377948,39.8823673,-75.5378083,39.8824021,-75.5387039,39.8821977,-75.5386905,39.882163,-75.5387773,39.8821432,-75.5386513,39.8818178,-75.5381834,39.8819246,-75.5381726,39.8818965,-75.5380353,39.8819278,-75.5380462,39.8819559,-75.5373528,39.8821141,-75.5374789,39.8824394,,,,,,,,,,,,,way/669868703,,Glen Mills,1020,19342,PA,Baltimore Pike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/678748203,yes,fitness_centre,West Chester Area YMCA,Polygon,-75.5690419,39.9833694,-75.5689831,39.9833962,-75.5689542,39.9833588,-75.568855,39.9834039,-75.5688846,39.983442,-75.5688221,39.9834705,-75.5688783,39.9835429,-75.5685879,39.9836753,-75.5684498,39.9834975,-75.5682678,39.9835806,-75.5684351,39.983796,-75.5684744,39.983778,-75.5685654,39.9838952,-75.5685479,39.9839032,-75.5686012,39.983972,-75.5686175,39.9839646,-75.5686797,39.9840451,-75.5687299,39.9840223,-75.5689073,39.9842519,way/678748203,,,,,,,,,,-75.5691051,39.9841621,-75.5691452,39.9842139,-75.5693636,39.9841147,-75.5693237,39.9840631,-75.5695123,39.9839775,-75.5690419,39.9833694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/681014445,yes,fitness_centre,YMCA,Polygon,-74.9749896,40.084502,-74.9751086,40.0845581,-74.9751453,40.0845265,-74.9753193,40.0846176,-74.9754384,40.084488,-74.9756628,40.0846001,-74.9758047,40.0844389,-74.9753651,40.0842182,-74.9754429,40.0841166,-74.975214,40.0839905,-74.9750079,40.0842603,-74.9748064,40.0841586,-74.9746919,40.0843198,-74.9749896,40.0844705,-74.9749896,40.084502,,,,,,,,,way/681014445,,,,,,,YMCA,Q157169,en:YMCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/683977802,yes,fitness_centre,Berks East Gymnastics,Polygon,-75.590225,40.2049036,-75.5904838,40.2051032,-75.5905441,40.2050576,-75.5904912,40.2050168,-75.5907989,40.2047841,-75.5905931,40.2046253,-75.590225,40.2049036,,,,,,,,,,,,,,,,,,,,,,,,,way/683977802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/689519774,yes,fitness_centre,Police Athletic League of Wilmington,Polygon,-75.5255109,39.7594575,-75.5248677,39.759752,-75.525156,39.7601241,-75.5257992,39.7598296,-75.5255109,39.7594575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/689519774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/692398768,yes,fitness_centre,UFC Gym,Polygon,-75.6331807,40.0376319,-75.6330542,40.0379087,-75.6333959,40.0380002,-75.6335224,40.0377234,-75.6331807,40.0376319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/692398768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/693114365,yes,fitness_centre,Red Gym,Polygon,-75.3128746,40.0239126,-75.3127714,40.023842,-75.3125939,40.023994,-75.3126972,40.0240646,-75.3128746,40.0239126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/693114365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/698930164,yes,fitness_centre,Team85 Fitness & Wellness Center,Polygon,-74.6973027,40.1588644,-74.6977448,40.1582384,-74.6971144,40.1579783,-74.6972439,40.1577949,-74.6967196,40.1575785,-74.6962618,40.1582267,-74.6968074,40.1584518,-74.6966935,40.158613,-74.6973027,40.1588644,,,,,,,,,,,,,,,,,,,,,way/698930164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/706802647,yes,fitness_centre,,Polygon,-75.4062171,40.0444827,-75.4061446,40.0441808,-75.4055733,40.0442589,-75.4056511,40.0445648,-75.4062171,40.0444827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/706802647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/710311446,yes,fitness_centre,LA Fitness,Polygon,-75.1695939,40.139603,-75.1689346,40.1398487,-75.1692555,40.140322,-75.1694279,40.1402451,-75.1694629,40.1402667,-75.1695254,40.1402697,-75.1695713,40.140254,-75.1696023,40.140211,-75.1696029,40.1401794,-75.1699033,40.1400877,-75.1695939,40.139603,,,,,,,,,,,,,,,,,way/710311446,,Fort Washington,1175,19034,PA,Virginia Drive,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/723613615,yes,fitness_centre,Alumni Gym,Polygon,-74.9327672,40.2127256,-74.9327023,40.2127335,-74.9327013,40.2127243,-74.9323411,40.2127597,-74.9323787,40.212982,-74.9325929,40.2129629,-74.9328002,40.2129345,-74.9327672,40.2127256,,,,,,,,,,,,,,,,,,,,,,,way/723613615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/730200423,yes,fitness_centre,Planet Fitness,Polygon,-75.1115673,39.8786698,-75.1113882,39.8788412,-75.1110609,39.8791544,-75.1113772,39.8793491,-75.1114144,39.8793134,-75.1118836,39.8788644,-75.1115673,39.8786698,,,,,,,,,,,,,,,,,,,,,,,,,way/730200423,,Brooklawn,700,,NJ,Crescent Boulevard,Planet Fitness,Q7201095,en:Planet Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/731169749,yes,fitness_centre,Giant Fitness,Polygon,-74.9677557,40.0736577,-74.967534,40.0733701,-74.9675791,40.0732723,-74.96744,40.0730969,-74.96681,40.0733686,-74.9672032,40.0738935,-74.9677557,40.0736577,,,,,,,,,,,,,,,,,,,,,,,,,way/731169749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/736664712,yes,fitness_centre,Athletic Center,Polygon,-75.5374068,39.9499995,-75.5374772,39.9500918,-75.5374478,39.950105,-75.5374829,39.9501511,-75.5373906,39.9501924,-75.5376553,39.9505394,-75.5385898,39.9501206,-75.5385514,39.9500703,-75.538808,39.9499553,-75.5385515,39.949619,-75.5383649,39.9497027,-75.5382205,39.9495134,-75.5378493,39.9496798,-75.5379183,39.9497703,-75.5374068,39.9499995,,,,,,,,,way/736664712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/741683509,yes,fitness_centre,Giant Fitness,Polygon,-75.068405,39.8134587,-75.0683957,39.8137792,-75.0686811,39.8137841,-75.0686846,39.8136639,-75.0687272,39.8136647,-75.0687299,39.8135732,-75.0687594,39.8135737,-75.0687625,39.8134649,-75.068405,39.8134587,,,,,,,,,,,,,,,,,,,,,way/741683509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/745792766,yes,fitness_centre,Yi's Karate of Berlin,Polygon,-74.926661,39.8099427,-74.926682,39.8096665,-74.9265489,39.8096611,-74.9265325,39.8099373,-74.926661,39.8099427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way/745792766,,,,,,,,,,,,,,,,,,,,,,,,,,karate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,way/772728132,yes,fitness_centre,LA Fitness,Polygon,-75.4056974,40.0847733,-75.4054294,40.0848097,-75.4054271,40.0847989,-75.4054026,40.0847878,-75.4053692,40.0847816,-75.4053324,40.0847788,-75.4052985,40.084782,-75.4052627,40.084787,-75.4052326,40.0848011,-75.4052029,40.0848159,-75.4051846,40.0848303,-75.405185,40.0848418,-75.4049298,40.0848771,-75.4050508,40.0854089,-75.4058208,40.0852983,-75.4056974,40.0847733,,,,,,,way/772728132,,,,,,,LA Fitness,Q6457180,en:LA Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
